category,query,link
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://ksada.org/wp-content/uploads/2024/08/dodatkova_ugoda_2024_indeksacziya_v2.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://children.gov.ua/sites/default/files/2025-05/підпис+2025.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://elektro.volyn.ua/main/files/medoc.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",http://express-mail.net/modules/files/docs/dodatok_edo.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://www.datagroup.ua/storage/editor/files/dodatkova-ugoda-do-dogovoru-pro-nadannya-elektronnikh-komunikatsiynikh-poslug.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",http://nateco.com.ua/files/dodatkova-uhoda-pro-elektronyi-obih.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://www.ztoek.com.ua/wp-content/uploads/2020/07/zhoek-dod.ugoda-zgoda-na-elektronnyj-rahunok-1.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://edo.linkos.ua/files/uploads/doc-example-4.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://je.com.ua/uploads/0/683-je_du_na_vikoritanna_ecp_pg.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://kievmedpreparat.com/files/ugoda/Uhoda-pro-pryiednannia-elektronnoho-dokumentoobihu-Kyivmedpreparat.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://raiffeisen.ua/storage/files/dod.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://an-softloft.com/docs/dodatkova-ugoda.pdf
contract,"""додаткова угода"" ""підпис"" filetype:pdf",https://www.ubrr.com.ua/files/dodatkova_ugoda_2026.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://adm.dp.gov.ua/storage/app/uploads/public/606/2ce/834/6062ce8345673697817029.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://toolkit.in.ua/files/442/upload/Міндовкілля_Псих_Оголошення.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://kharkivoda.gov.ua/content/documents/1083/108205/Attaches/ogoloshennya_tov_greyn_202010286832.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://mepr.gov.ua/wp-content/uploads/2024/01/Rozyasnennya-Subyektam-gospodaryuvannya.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://www.mvk.if.ua/uploads/files/55028.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",http://elar.kpnu.edu.ua:8081/xmlui/bitstream/handle/123456789/7913/Otsinka-vplyvu-na-dovkillia-Konspekt-lektsii.pdf?sequence=3
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://epl.org.ua/wp-content/uploads/2019/07/OVD_kejsy_analit_10.07.19-1.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",http://pkpts.com.ua/оголошення_ПКП_Тепломережi.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://kolrada.gov.ua/storage/files/shares/Оголошення/Повідомлення+ОВД.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://aprei.com.ua/wp-content/uploads/2021/11/Melnyk-O.S.-Oczinka-vplyvu-na-dovkillya_fragment.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://omr.gov.ua/Files/2026/Ekolog_vykydy/Obgovorennya/ogoloshennya_ovd.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://vysh.gov.ua/wp-content/uploads/2026/04/getDocument.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://www.vyshgorod-mrada.gov.ua/wp-content/uploads/2026/02/ogoloshennya-pro-pochatok-gromadskogo-obgovorennya.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://krr-ec-cdnen02.azureedge.net/www-static/2026/04/Oholoshennia-pro-pochatok-HO-Zvitu-OVD-Rekultyvatsiia-khv-shcha-TSentralne.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://www.polsr.gov.ua/wp-content/uploads/2026/04/ogoloshennya_ovd.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://potoky.com.ua/wp-content/uploads/2026/04/Oholoshennia-OVD.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",https://www.chernigiv-rada.gov.ua/storage/files/03/21/05/12/26c3322a94780d733fa0e70fb0bd6a87.pdf
financial_environmental_report,"""оголошення"" ""оцінки впливу на довкілля"" filetype:pdf",http://r-pol.ck.ua/wp-content/uploads/2020/06/оголошення-автогазінвест-1.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://www.adm-km.gov.ua/wp-content/uploads/2020/08/Кудрянка.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://www.emgroup.com.ua/upload/blog/items/e/e74f36af7bbccd08a90558ef51da.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://dprda.dp.gov.ua/storage/app/sites/151/приклад/+про+початок+громадського+обговорення+звіту+з+оцінки+впливу+на+довкілля+ТОВ+Вторинні+ресурси.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://eco.cg.gov.ua/web_docs/2145/2019/02/docs/Звіт+про+громадське+обговорення_суглинки_2019533552.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://mepr.gov.ua/wp-content/uploads/2022/09/EPL_OVD_posibnuk_Net.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://toolkit.in.ua/files/442/upload/Мокрянський+кар'єр№3+звіт+оцінки+впливу.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",http://eia.menr.gov.ua/uploads/documents/8818/reports/Kk7uOnVYzm.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://new.bc-rada.gov.ua/typy_materialiv/vazhlyva_informatsiia/oholoshennia_ta_povidomlennia/vysnovok_z_otsinky_vplyvu_na_dovkillia_shchodo_planovanoi_diialnosti_zdiisnennia_operatsii_z_obroblennia_vidkhodiv_humy_z_metoiu_vyrobnytstva_humo-tekhnichnykh_vyrobiv_na_prommaidanchyku_tov__shynnyk____za_adresoiu__m__bila_tserkva_kyivskoi_oblasti_po_vul/190890.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://kalushrda.gov.ua/images/news/Files/ОГОЛОШЕННЯ+про+початок+громадського+обговорення+звіту+з+оцінки+впливу+на+довкілля.pdf
financial_environmental_report,"""звіт з оцінки впливу на довкілля"" ""громадське обговорення"" filetype:pdf",https://myrgorod.pl.ua/files/images/News/2026/04/16/02/ogoloshennya_ovd.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://adm.dp.gov.ua/storage/app/uploads/public/606/339/7ea/6063397eaa9cb237827292.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://visnyk-juris-uzhnu.com/wp-content/uploads/2025/11/35-1.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://cleanair.org.ua/wp-content/uploads/2020/12/cleanair.org.ua-2020-02-ambrosova-participation.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://odrda.od.gov.ua/wp-content/uploads/2026/01/ogoloshennya_ovd-11663.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://ukraine-oss.com/wp-content/uploads/2025/05/shho-potribno-znaty-pro-ovd-oczinka-vplyvu-na-dovkillya.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://eco.cg.gov.ua/web_docs/2145/2019/02/docs/ogoloshennya_ovd+(25).pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://www.kremen.gov.ua/assets/uploads/files/4461db492ac1a4120217e6131451f836ae07df9epp_fIshgud_-_ogoloshennya_pro_pochatok_gromadskogo_obgovorennya_zvitu_z_ovd.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://omr.gov.ua/Files/2025/Ekolog_vykydy/obgovorennia/Green_port_13_06.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://nadrda.gov.ua/wp-content/uploads/2026/04/ogoloshennya_ovd.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://dim.smr.gov.ua/wp-content/uploads/2020/10/ОГОЛОШЕННЯ_КНС-9.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://kharkivoda.gov.ua/content/documents/952/95181/Attaches/tov_firma_brig_ogoloshennya.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://krr-ec-cdnen02.azureedge.net/www-static/2023/01/Announcement_20200519.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://eia.menr.gov.ua/uploads/documents/1379/reports/8db11607cf045b37b892ad1b5ad6a69f.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://srvk.gov.ua/ua/osxfile/pg/70920393274951_n_1o/612987091.pdf
financial_environmental_report,"""екологічна інформація"" ""планована діяльність"" filetype:pdf",https://km-oblrada.gov.ua/wp-content/uploads/2019/01/Ogoloshennya-pro-pochatok-gromadskogo-obgovorennya_KH3-KH4_15.01.2019-1-converted.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://www.nestle.ua/sites/g/files/pydnoa316/files/2024-07/ТОВ+Нестле+Україна_Фінансова+звітність+за+2023рік+зі+звітом+незалежного+аудитора.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://assets.kpmg.com/content/dam/kpmgsites/ua/pdf/2025/12/audytorskyy-zvit-za-2023-rik-kpmg-ukraine.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://static.novaposhta.ua/sitecard/misc/doc/Консолідована+фінансова+звітність+2023.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://finukr.org.ua/docs/FU_22_10_103_uk.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://financial.lnu.edu.ua/wp-content/uploads/2015/10/Фінансова-звітність-посібник-лекції.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://20123093.emitent.net.ua/site_files/3205/Finansova-zvitnist-maloho-pidpryyemstva2021_68beeea235efc.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://kispp.com/wp-content/uploads/2026/01/Фінансовий-звіт-за-2021-рік-.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://starenki.com.ua/wp-content/uploads/2024/03/fin_zvit_9_misyacziv_2018.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://mof.gov.ua/storage/files/Звіт_Об`єднані+результатами_2023_ПриватБанк+(1).pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://fbank.com.ua/doc/2024/fin_zvit_2024.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://ua.met.com/media/i1tdtuy5/met-ukraine-llc-fs-bs-2021-1.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",http://pmguinfo.dp.ua/images/documents/korp_otnosheniya/poleznie_publikacii/5_analiz_fin_otchetnosti.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://site-assets.novapost.com/7c3a6fb4-89be-417b-918e-c55da1a31d23.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://ciklum.com.ua/Ciklum_Ukraine_FS_2023.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://uniqa.ua/storage/public-info/reports/Finannsova_zvitnist_UNIQA_2024.pdf
financial_environmental_report,"""фінансовий звіт"" ""Україна"" filetype:pdf",https://www.pzu.com.ua/admin/upload/2025/PZU_Nonlife_FS.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://api-site.grdn.com.ua/storage/uploads/report/ricnii-finansovii-zvit-ta-zvit-nezaleznogo-auditora-za-2024-rik.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://raiffeisen.ua/storage/files/rbi-report-2023.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://kredobank.com.ua/public/upload/df2a4a2b526d8c3a4bd6dade0ef3a1db.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",http://my-banks.in.ua/data/upload/BANKS/Mega/2011_AR_Fin_MegaBank.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://static.privatbank.ua/files/data/2_13_3bu.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://talion-plus.com.ua/files/documents/finance/doc_73883.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://www.cd.org.ua/pdf/2023-fhy23gdt-d4e3-826d-j8d7-h783fce.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://ksbeskid.com.ua/wp-content/uploads/2024/05/richnyj-finansovyj-zvit-2024.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://dgf.com.ua/media/uploads/2025/06/02/Звіт+незалежного+аудитора+щодо+річної+фінансової+звітності+за+2024+рік.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",http://repository.dnu.dp.ua:1100/upload/4cff3acb7cbe44040affe9eee12701deStrukturno-funkcional'nij-analiz.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://country.db.com/ukraine/documents/Report-of-the-Audit-Commission--20150417.pdf
financial_environmental_report,"""річний фінансовий звіт"" ""Україна"" filetype:pdf",https://iie.org.ua/wp-content/uploads/application/pdf/mono_2022-3_compressed.pdf
financial_environmental_report,"""довідка про доходи"" filetype:pdf",https://mkl3.vn.ua/wp-content/uploads/2022/02/Довідка-про-доходи-керівника.pdf
financial_environmental_report,"""довідка про доходи"" filetype:pdf",https://ulf.ua/cache/files/files/56/8b/8b32cb6f5a99742de709a75ee8aef3b3/file/Finansyvanna+z+dovidkou+pro+dohodi.pdf
financial_environmental_report,"""довідка про доходи"" filetype:pdf",https://kirovohradska.land.gov.ua/wp-content/uploads/2025/01/yak-otrymaty-dovidku-pro-dohody-onlajn.pdf
financial_environmental_report,"""довідка про доходи"" filetype:pdf",https://apim.pumb.ua/api/assets/pumb/084fed12-4cef-4e44-a7d6-c8843e00075f/yak-otrimati-dovidku-pro-dohodi-onlajn-u-dps.pdf?version=0
financial_environmental_report,"""довідка про доходи"" filetype:pdf",https://kcas.com.ua/docs/stud_office/Довідка+про+доходи.pdf
financial_environmental_report,"""довідка про доходи"" filetype:pdf",https://rcp.kh.ua/service/vidacha_dovidki_pro_dohodi.pdf
financial_environmental_report,"""довідка про доходи"" filetype:pdf",https://tax.gov.ua/data/material/000/798/931445/11_K_Vidacha_dov_dki_pro_dohodi.pdf
receipt,"""квитанція про оплату"" ""сума"" filetype:pdf",https://ukrtelecom.ua/download-file/5434---receipt-(1).pdf
receipt,"""квитанція про оплату"" ""сума"" filetype:pdf",http://vtec.vn.ua/sites/default/files/page/files/kvytanciya_na_oplatu_poslug.pdf
receipt,"""квитанція про оплату"" ""сума"" filetype:pdf",https://openreviewhub.org/sites/default/files/comments-lea/receiptyablonkoolena.pdf
receipt,"""квитанція про оплату"" ""сума"" filetype:pdf",https://files.salebot.pro/uploads/message_files/af1a9aa4-a82a-4657-a6a1-ef7d82dec4d1.pdf
receipt,"""квитанція про оплату"" ""сума"" filetype:pdf",https://warmex.com.ua/images/IQ_Energy_Projects_Documentation_Requirements_UKR.pdf
receipt,"""квитанція про оплату"" ""сума"" filetype:pdf",https://marten.kiev.ua/image/catalog/iqenergy/vimogi-shchodo-dokumentalnogo-oformlennya-proekt-v-iq-energy.pdf
receipt,"""квитанція про оплату"" ""сума"" filetype:pdf",https://supreme.court.gov.ua/userfiles/media/new_folder_for_uploads/supreme/PREZ_Guleykov_13_10_2021_1.pdf
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://der.org.ua/wp-content/uploads/Obovyazkovi-rekvizyty-yaki-povynen-mistyty-fiskalnyj-chek.pdf
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://cv.tax.gov.ua/data/material/000/571/687237/Buklet1_fisk_chek.pdf
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://gatne-rada.gov.ua/images/news/З_Пошти/Податкова/18.03.2026/2/Фіскальний_чек_чи_є_підстави_для_застосування_штрафних_санкцій_за_зміну_послідовності_реквізитів_8a543.pdf
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://dlgr.gov.ua/ua/main-mediafunc-osxfile.file/pg/151225199490410_n_1o/1212.pdf
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://api-cf.dtkt.ua/documents/download/pdf/1217.458.1
receipt,"""фіскальний чек"" ""Україна"" filetype:pdf",https://rro.org.ua/files/NE_FP3530T_v1x10.pdf
